title,release_date,runtime,budget,revenue,original_language,rating,num_votes
Tremors,1990-01-19,96,11000000,48572000,en,7.1,112712
Tron,1982-07-09,96,17000000,33000000,en,6.8,108910
Tropic Thunder,2008-08-09,107,92000000,188072649,en,7.0,362680
Troy,2004-05-03,163,175000000,497409852,en,7.2,466798
True Grit,2010-12-22,110,38000000,252276927,en,7.6,294158
True Lies,1994-07-15,141,115000000,378882411,en,7.2,226944
True Romance,1993-09-09,120,12500000,12281551,en,7.9,195665
Twelve Monkeys,1995-12-29,129,29500000,168840000,en,8.0,552716
Twilight,2008-11-20,122,37000000,393616788,en,5.2,404689
Twins,1988-12-09,107,15000000,216614388,en,6.1,107702
Twister,1996-05-10,113,92000000,494471524,en,6.4,166532
Two Weeks Notice,2002-12-19,101,60000000,93354918,en,6.1,101382
Unbreakable,2000-11-13,106,75000000,248118121,en,7.3,370039
Unbroken,2014-12-25,137,65000000,163442937,en,7.2,136081
Under the Skin,2014-03-14,108,13300000,5380251,en,6.3,119869
Underworld,2003-09-19,121,22000000,95708457,en,7.0,244605
Underworld: Awakening,2012-01-19,88,70000000,160112671,en,6.4,141400
Underworld: Evolution,2006-01-12,106,50000000,111340801,en,6.7,183922
Underworld: Rise of the Lycans,2009-01-22,92,35000000,91353501,en,6.6,145709
Unforgiven,1992-08-07,131,14000000,159157447,en,8.2,354490
Unknown,2011-02-16,113,30000000,130786397,en,6.8,239985
Unstoppable,2010-11-04,98,100000000,167805466,en,6.8,177623
Up,2009-05-28,96,175000000,735099082,en,8.2,882198
Up in the Air,2009-09-05,110,25000000,163670000,en,7.4,307604
Upgrade,2018-06-01,100,5000000,11871365,en,7.5,126331
Us,2019-03-14,116,20000000,255105930,en,6.9,182442
V for Vendetta,2006-02-23,132,54000000,132511035,en,8.2,981165
Valentine's Day,2010-02-10,125,52000000,216485654,en,5.7,109417
Valerian and the City of a Thousand Planets,2017-07-20,136,177200000,225874228,en,6.5,151109
Valkyrie,2008-12-25,121,75000000,200276000,en,7.1,219409
Van Helsing,2004-05-05,132,160000000,300257475,en,6.1,235552
Vanilla Sky,2001-12-10,136,68000000,203388341,en,6.9,239281
Vantage Point,2008-02-01,90,40000000,151161491,en,6.6,141379
Venom,2018-09-28,112,116000000,855013954,en,6.7,321637
Vertigo,1958-05-09,128,2479000,28000000,en,8.3,336443
Vice,2018-12-25,132,60000000,66266401,en,7.2,100652
Vicky Cristina Barcelona,2008-08-15,96,15000000,96408652,en,7.1,233214
WALL·E,2008-06-22,98,180000000,521311860,en,8.4,944489
Walk the Line,2005-09-13,136,28000000,186438883,en,7.8,222981
Wall Street,1987-12-10,126,15000000,43848069,en,7.4,137731
Wallace & Gromit: The Curse of the Were-Rabbit,2005-09-04,85,30000000,192610372,en,7.4,119819
Wanted,2008-06-19,110,75000000,258270008,en,6.7,348538
War Dogs,2016-08-17,114,40000000,86234523,en,7.1,163790
War Horse,2011-12-25,146,66000000,177584879,en,7.2,140592
War for the Planet of the Apes,2017-07-11,140,150000000,488533726,en,7.4,213201
War of the Worlds,2005-06-28,116,132000000,591739379,en,6.5,398907
Warcraft,2016-05-25,123,160000000,433677183,en,6.8,233105
Warm Bodies,2013-01-31,97,35000000,116980662,en,6.9,212632
Warrior,2011-09-09,140,25000000,23057115,en,8.2,415429
Watchmen,2009-03-05,163,130000000,185258983,en,7.6,479072
Water for Elephants,2011-03-15,120,38000000,117094902,en,6.9,107800
Waterworld,1995-07-28,135,175000000,264218220,en,6.2,172180
Wayne's World,1992-02-14,94,20000000,183097323,en,7.0,137525
We Bought a Zoo,2011-12-08,124,50000000,120081841,en,7.1,129865
We Need to Talk About Kevin,2011-09-28,113,7000000,10765283,en,7.5,128818
We Were Soldiers,2002-03-01,138,75000000,114660784,en,7.2,124782
We're the Millers,2013-08-07,110,37000000,269994119,en,7.0,384062
Wedding Crashers,2005-07-13,119,40000000,285176741,en,6.9,321385
What Happens in Vegas,2008-05-07,99,35000000,170000000,en,6.1,160345
What Lies Beneath,2000-07-21,130,100000000,291420351,en,6.6,113416
What We Do in the Shadows,2014-06-19,86,1600000,6263224,en,7.7,138064
What Women Want,2000-12-15,127,70000000,374111707,en,6.4,184801
What's Eating Gilbert Grape,1993-12-17,118,11000000,10032765,en,7.8,203785
When Harry Met Sally...,1989-07-21,96,16000000,92823546,en,7.6,183990
Whiplash,2014-10-10,107,3300000,13092000,en,8.5,656498
White Chicks,2004-06-23,109,37000000,113086475,en,5.6,123420
White House Down,2013-06-27,131,150000000,205366737,en,6.4,198014
Who Framed Roger Rabbit,1988-06-21,104,70000000,329803958,en,7.7,173664
Wild,2014-12-05,115,15000000,52501541,en,7.1,114094
Wild Things,1998-03-20,108,20000000,67200000,en,6.5,103486
Wild Wild West,1999-06-29,106,170000000,222104681,en,4.9,147966
Willy Wonka & the Chocolate Factory,1971-06-29,100,3000000,4000000,en,7.8,168014
Wind River,2017-08-03,107,11000000,44998252,en,7.7,184019
Winter's Bone,2010-06-11,101,2000000,13831503,en,7.2,130811
Wonder Woman,2017-05-30,141,149000000,821847012,en,7.4,516810
World War Z,2013-06-20,116,200000000,531865000,en,7.0,571750
Wrath of the Titans,2012-03-27,99,150000000,301000000,en,5.7,176290
Wreck-It Ralph,2012-11-01,101,165000000,471222889,en,7.7,360459
Wrong Turn,2003-05-30,84,12600000,28650575,en,6.1,104103
X-Men,2000-07-13,104,75000000,296339527,en,7.4,550903
X-Men Origins: Wolverine,2009-04-28,107,150000000,373062864,en,6.6,450172
X-Men: Apocalypse,2016-05-18,144,178000000,543934787,en,6.9,373828
X-Men: Days of Future Past,2014-05-15,131,250000000,747862775,en,8.0,638194
X-Men: First Class,2011-06-01,132,160000000,353624124,en,7.7,625570
X-Men: The Last Stand,2006-05-24,104,210000000,459359555,en,6.7,466189
X2,2003-04-24,133,110000000,407711549,en,7.4,494351
Y Tu Mamá También,2001-06-08,106,5000000,33616692,es,7.6,110154
Yes Man,2008-12-09,104,70000000,225990978,en,6.8,319943
You Don't Mess with the Zohan,2008-06-05,113,90000000,201596308,en,5.5,182912
You've Got Mail,1998-12-17,119,65000000,250821495,en,6.6,183595
Young Frankenstein,1974-12-15,106,2800000,86273333,en,8.0,136908
Zack and Miri Make a Porno,2008-09-18,102,24000000,42105111,en,6.5,168986
Zero Dark Thirty,2012-12-19,157,40000000,132820716,en,7.4,258993
Zodiac,2007-03-02,157,65000000,84785914,en,7.7,417063
Zombieland,2009-10-07,88,23600000,102391540,en,7.6,494303
Zoolander,2001-09-28,89,28000000,60780981,en,6.5,237468
Zootopia,2016-02-11,109,150000000,1023784195,en,8.0,404049
[REC],2007-04-10,78,1500000,30448000,es,7.4,157858
mother!,2017-09-13,121,30000000,44516999,en,6.6,173286
xXx,2002-08-09,124,70000000,277448382,en,5.9,169077
Æon Flux,2005-11-30,93,62000000,52304001,en,5.4,120992
